user_id,avg_minutes,avg_sessions,total_failures,last_active_days,plan_id,plan_name,price,price_band,usage_drop,will_churn_14d,days_since_last_activity,as_of_date
U000049,96.35249999999999,6.5,0.0,5,PLN_BASIC,basic,299.0,,-13.52333333333334,0,0,2026-01-30
U000050,0.0,0.0,0.0,5,PLN_STD,standard,499.0,,0.0,0,0,2026-01-30
U000051,56.4325,4.0,0.0,5,PLN_BASIC,basic,299.0,,0.47666666666666657,0,0,2026-01-30
U000052,49.5775,3.5,0.0,5,PLN_STD,standard,499.0,,-51.67666666666667,0,0,2026-01-30
U000053,0.0,0.0,0.0,5,PLN_BASIC,basic,299.0,,0.0,0,0,2026-01-30
U000054,0.0,0.0,0.0,5,PLN_STD,standard,499.0,,0.0,1,0,2026-01-30
U000055,0.0,0.0,0.0,5,PLN_BASIC,basic,299.0,,0.0,1,0,2026-01-30
U000056,49.845,5.0,0.0,5,PLN_BASIC,basic,299.0,,32.113333333333344,0,0,2026-01-30
U000057,114.0375,5.5,0.0,5,PLN_PREM,premium,799.0,,36.56333333333335,0,0,2026-01-30
U000058,0.0,0.0,0.0,5,PLN_BASIC,basic,299.0,,0.0,1,0,2026-01-30
U000059,0.0,0.0,0.0,5,PLN_PREM,premium,799.0,,0.0,1,0,2026-01-30
U000060,135.8425,8.5,0.0,5,PLN_STD,standard,499.0,,-37.85666666666667,0,0,2026-01-30
U000061,73.785,4.75,0.0,5,PLN_STD,standard,499.0,,30.073333333333338,0,0,2026-01-30
U000062,23.332500000000003,2.75,0.0,4,PLN_BASIC,basic,299.0,,-31.110000000000003,0,0,2026-01-30
U000063,138.5675,10.5,0.0,5,PLN_STD,standard,499.0,,6.28333333333336,0,0,2026-01-30
U000064,27.762499999999996,1.75,0.0,5,PLN_BASIC,basic,299.0,,-37.01666666666666,1,0,2026-01-30
U000065,144.555,5.75,0.0,5,PLN_BASIC,basic,299.0,,-77.99333333333331,0,0,2026-01-30
U000066,91.0675,3.75,0.0,5,PLN_STD,standard,499.0,,-73.66333333333333,0,0,2026-01-30
U000067,145.95999999999998,8.5,0.0,5,PLN_STD,standard,499.0,,38.906666666666666,0,0,2026-01-30
U000068,72.395,5.25,0.0,5,PLN_BASIC,basic,299.0,,-28.433333333333337,0,0,2026-01-30
U000069,0.0,0.0,0.0,5,PLN_PREM,premium,799.0,,0.0,0,0,2026-01-30
U000070,0.0,0.0,0.0,5,PLN_BASIC,basic,299.0,,0.0,1,0,2026-01-30
U000071,0.0,0.0,0.0,5,PLN_STD,standard,499.0,,0.0,1,0,2026-01-30
U000072,109.38499999999999,6.5,0.0,5,PLN_STD,standard,499.0,,-8.499999999999986,0,0,2026-01-30
U000073,104.775,4.75,0.0,4,PLN_STD,standard,499.0,,-52.14,0,0,2026-01-30
U000074,48.82,4.75,0.0,5,PLN_STD,standard,499.0,,-35.68000000000001,0,0,2026-01-30
U000075,122.56,8.0,0.0,5,PLN_BASIC,basic,299.0,,-77.79999999999998,0,0,2026-01-30
U000076,108.4825,5.5,0.0,5,PLN_BASIC,basic,299.0,,-4.429999999999993,0,0,2026-01-30
U000077,12.2475,1.0,0.0,4,PLN_BASIC,basic,299.0,,-16.330000000000002,1,1,2026-01-30
U000078,0.0,0.0,0.0,5,PLN_STD,standard,499.0,,0.0,1,0,2026-01-30
U000079,143.3125,9.0,0.0,5,PLN_STD,standard,499.0,,-124.05666666666667,0,0,2026-01-30
U000080,131.4725,9.0,0.0,5,PLN_BASIC,basic,299.0,,-126.69666666666667,0,0,2026-01-30
U000081,161.05,8.5,0.0,5,PLN_BASIC,basic,299.0,,-92.85333333333332,0,0,2026-01-30
U000082,140.565,6.75,0.0,5,PLN_STD,standard,499.0,,12.646666666666647,0,0,2026-01-30
U000083,0.0,0.0,0.0,5,PLN_BASIC,basic,299.0,,0.0,1,0,2026-01-30
U000084,0.0,0.0,0.0,5,PLN_BASIC,basic,299.0,,0.0,0,0,2026-01-30
U000085,31.9925,2.0,0.0,5,PLN_STD,standard,499.0,,13.450000000000003,0,0,2026-01-30
U000086,130.7825,8.25,0.0,5,PLN_BASIC,basic,299.0,,28.943333333333342,0,0,2026-01-30
U000087,137.2175,7.75,0.0,5,PLN_STD,standard,499.0,,-84.45000000000002,0,0,2026-01-30
U000088,0.0,0.0,0.0,5,PLN_BASIC,basic,299.0,,0.0,1,0,2026-01-30
U000089,100.30250000000001,6.5,0.0,5,PLN_PREM,premium,799.0,,-41.923333333333346,0,0,2026-01-30
U000090,29.482499999999998,3.0,0.0,5,PLN_BASIC,basic,299.0,,-19.37666666666666,0,0,2026-01-30
U000091,99.185,6.5,0.0,5,PLN_BASIC,basic,299.0,,-0.28666666666666174,0,0,2026-01-30
U000092,96.0,7.75,0.0,5,PLN_STD,standard,499.0,,-54.46666666666666,0,0,2026-01-30
U000093,109.33500000000001,7.0,0.0,5,PLN_STD,standard,499.0,,-106.56666666666666,0,0,2026-01-30
U000094,98.60000000000001,8.0,0.0,5,PLN_BASIC,basic,299.0,,-26.08,0,0,2026-01-30
U000095,196.8,11.5,0.0,5,PLN_PREM,premium,799.0,,-2.4666666666666686,0,0,2026-01-30
U000096,122.88,7.75,0.0,4,PLN_STD,standard,499.0,,-49.03999999999999,0,0,2026-01-30
U000097,100.9,7.5,0.0,5,PLN_PREM,premium,799.0,,-32.26666666666665,0,0,2026-01-30
U000098,56.59,4.25,0.0,5,PLN_PREM,premium,799.0,,-75.45333333333333,1,0,2026-01-30
U000099,61.175,4.0,0.0,5,PLN_BASIC,basic,299.0,,-25.60666666666667,0,0,2026-01-30
U000100,43.9625,3.5,0.0,5,PLN_BASIC,basic,299.0,,-49.49666666666667,0,0,2026-01-30
U000101,134.57171929737666,4.75,0.0,5,PLN_STD,standard,499.0,,-87.30895906316886,0,0,2026-01-30
U000102,0.0,0.0,0.0,5,PLN_STD,standard,499.0,,0.0,1,0,2026-01-30
U000103,0.0,0.0,0.0,5,PLN_BASIC,basic,299.0,,0.0,1,0,2026-01-30
U000104,116.975,7.25,0.0,5,PLN_STD,standard,499.0,,-115.99333333333333,0,0,2026-01-30
U000105,70.705,6.25,0.0,5,PLN_STD,standard,499.0,,-36.46000000000001,0,0,2026-01-30
U000106,23.6325,2.5,0.0,5,PLN_BASIC,basic,299.0,,-31.51,1,0,2026-01-30
U000107,0.0,0.0,0.0,4,PLN_BASIC,basic,299.0,,0.0,1,0,2026-01-30
U000108,0.0,0.0,0.0,5,PLN_BASIC,basic,299.0,,0.0,1,0,2026-01-30
U000109,95.675,8.0,0.0,5,PLN_STD,standard,499.0,,-103.12666666666667,0,0,2026-01-30
U000110,0.0,0.0,0.0,5,PLN_BASIC,basic,299.0,,0.0,1,0,2026-01-30
U000111,67.2,3.5,0.0,5,PLN_STD,standard,499.0,,-14.559999999999988,0,0,2026-01-30
U000112,35.4875,3.5,0.0,5,PLN_BASIC,basic,299.0,,-0.22333333333332916,0,0,2026-01-30
U000113,34.1425,2.0,0.0,5,PLN_BASIC,basic,299.0,,-45.52333333333333,1,0,2026-01-30
U000114,31.6025,2.5,0.0,5,PLN_BASIC,basic,299.0,,48.57000000000001,0,0,2026-01-30
U000115,0.0,0.0,0.0,5,PLN_STD,standard,499.0,,0.0,1,0,2026-01-30
U000116,66.05,3.75,0.0,5,PLN_STD,standard,499.0,,57.053333333333335,0,0,2026-01-30
U000117,121.85750000000002,7.5,0.0,5,PLN_PREM,premium,799.0,,12.97666666666666,0,0,2026-01-30
U000118,41.045,3.5,0.0,5,PLN_BASIC,basic,299.0,,-35.35333333333333,0,0,2026-01-30
U000119,0.0,0.0,0.0,5,PLN_STD,standard,499.0,,0.0,1,0,2026-01-30
U000120,125.9,7.75,0.0,5,PLN_BASIC,basic,299.0,,-61.360000000000014,0,0,2026-01-30
U000121,46.0775,5.25,0.0,5,PLN_BASIC,basic,299.0,,18.28333333333333,0,0,2026-01-30
U000122,32.215,3.0,0.0,5,PLN_BASIC,basic,299.0,,-1.086666666666673,0,0,2026-01-30
U000123,69.3825,5.25,0.0,5,PLN_BASIC,basic,299.0,,-2.6166666666666742,0,0,2026-01-30
U000124,47.7375,4.25,0.0,5,PLN_BASIC,basic,299.0,,-11.236666666666657,0,0,2026-01-30
U000125,252.60999999999999,12.25,0.0,5,PLN_PREM,premium,799.0,,-197.47999999999996,0,0,2026-01-30
U000126,101.2975,6.0,0.0,5,PLN_STD,standard,499.0,,35.69666666666666,0,0,2026-01-30
U000127,89.54047443237397,4.5,0.0,5,PLN_BASIC,basic,299.0,,-82.86729924316529,0,0,2026-01-30
U000128,135.8825,8.75,0.0,5,PLN_PREM,premium,799.0,,-84.23,0,0,2026-01-30
U000129,10.395,1.25,0.0,5,PLN_BASIC,basic,299.0,,-13.86,0,0,2026-01-30
U000130,0.0,0.0,0.0,5,PLN_STD,standard,499.0,,0.0,1,0,2026-01-30
U000131,128.15,7.5,0.0,5,PLN_STD,standard,499.0,,-84.53333333333333,0,0,2026-01-30
U000132,195.245,11.75,0.0,5,PLN_PREM,premium,799.0,,-47.60666666666663,0,0,2026-01-30
U000133,84.9725,6.0,0.0,5,PLN_PREM,premium,799.0,,-88.17666666666666,0,0,2026-01-30
U000134,0.0,0.0,0.0,5,PLN_STD,standard,499.0,,0.0,1,0,2026-01-30
U000135,192.995,12.75,0.0,5,PLN_STD,standard,499.0,,-13.44666666666663,0,0,2026-01-30
U000136,0.0,0.0,0.0,5,PLN_BASIC,basic,299.0,,0.0,0,0,2026-01-30
U000137,149.185,8.75,0.0,5,PLN_PREM,premium,799.0,,11.206666666666678,0,0,2026-01-30
U000138,111.05499999999999,7.0,0.0,5,PLN_STD,standard,499.0,,-88.99333333333331,0,0,2026-01-30
U000139,219.42000000000002,13.25,0.0,5,PLN_PREM,premium,799.0,,-44.73333333333335,0,0,2026-01-30
U000140,45.2825,3.25,0.0,5,PLN_BASIC,basic,299.0,,-50.40333333333332,0,0,2026-01-30
U000141,49.817499999999995,1.75,0.0,5,PLN_BASIC,basic,299.0,,38.61666666666667,0,0,2026-01-30
U000142,94.875,7.75,0.0,5,PLN_STD,standard,499.0,,-29.12666666666665,0,0,2026-01-30
U000143,261.26414698637893,8.5,0.0,5,PLN_BASIC,basic,299.0,,610.8699212788491,0,0,2026-01-30
U000144,110.5575,9.5,0.0,5,PLN_STD,standard,499.0,,-67.43666666666667,0,0,2026-01-30
U000145,131.34,9.75,0.0,5,PLN_STD,standard,499.0,,-95.33333333333331,0,0,2026-01-30
U000146,3.9375,0.25,0.0,5,PLN_PREM,premium,799.0,,-5.25,1,0,2026-01-30
U000147,0.0,0.0,0.0,5,PLN_BASIC,basic,299.0,,0.0,1,0,2026-01-30
U000148,0.0,0.0,0.0,5,PLN_STD,standard,499.0,,0.0,0,0,2026-01-30
U000149,45.397499999999994,3.0,0.0,5,PLN_BASIC,basic,299.0,,-60.529999999999994,0,0,2026-01-30
U000150,66.31,4.5,0.0,5,PLN_STD,standard,499.0,,-51.25333333333334,0,0,2026-01-30
U000151,67.0525,5.5,0.0,5,PLN_BASIC,basic,299.0,,-22.083333333333336,0,0,2026-01-30
U000152,84.1075,7.5,0.0,5,PLN_STD,standard,499.0,,0.45666666666667766,0,0,2026-01-30
U000153,151.10000000000002,10.0,0.0,5,PLN_BASIC,basic,299.0,,90.47999999999999,0,0,2026-01-30
U000154,0.0,0.0,0.0,5,PLN_PREM,premium,799.0,,0.0,1,0,2026-01-30
U000155,0.0,0.0,0.0,5,PLN_STD,standard,499.0,,0.0,1,0,2026-01-30
U000156,108.4525,7.0,0.0,5,PLN_STD,standard,499.0,,-83.40333333333331,0,0,2026-01-30
U000157,94.23,6.0,0.0,5,PLN_BASIC,basic,299.0,,-77.66666666666666,0,0,2026-01-30
U000158,156.005,8.0,0.0,5,PLN_PREM,premium,799.0,,-58.20666666666668,0,0,2026-01-30
U000159,0.0,0.0,0.0,5,PLN_BASIC,basic,299.0,,0.0,1,0,2026-01-30
U000160,24.9,1.75,0.0,5,PLN_STD,standard,499.0,,-33.199999999999996,1,0,2026-01-30
U000161,57.9775,3.5,0.0,5,PLN_STD,standard,499.0,,1.0566666666666649,0,0,2026-01-30
U000162,0.0,0.0,0.0,5,PLN_STD,standard,499.0,,0.0,1,0,2026-01-30
U000163,128.3825,7.25,0.0,5,PLN_PREM,premium,799.0,,136.19666666666666,0,0,2026-01-30
U000164,113.015,7.75,0.0,5,PLN_BASIC,basic,299.0,,-84.70000000000003,0,0,2026-01-30
U000165,124.40249999999999,10.0,0.0,5,PLN_STD,standard,499.0,,69.89,0,0,2026-01-30
U000166,7.1674999999999995,0.5,0.0,5,PLN_BASIC,basic,299.0,,-9.556666666666667,0,0,2026-01-30
U000167,151.765,9.5,0.0,5,PLN_BASIC,basic,299.0,,0.21999999999999886,0,0,2026-01-30
U000168,0.0,0.0,0.0,5,PLN_STD,standard,499.0,,0.0,0,0,2026-01-30
U000169,114.515,6.0,0.0,5,PLN_STD,standard,499.0,,-70.96666666666667,0,0,2026-01-30
U000170,110.555,5.0,0.0,5,PLN_BASIC,basic,299.0,,-57.12666666666665,0,0,2026-01-30
U000171,43.195,4.25,0.0,5,PLN_BASIC,basic,299.0,,3.2866666666666617,0,0,2026-01-30
U000172,191.23000000000002,9.25,0.0,5,PLN_PREM,premium,799.0,,-42.14666666666665,0,0,2026-01-30
U000173,50.714999999999996,4.0,0.0,5,PLN_BASIC,basic,299.0,,-67.61999999999999,0,0,2026-01-30
U000174,178.0075,10.0,0.0,5,PLN_STD,standard,499.0,,-82.86333333333336,0,0,2026-01-30
U000175,33.47,2.5,0.0,5,PLN_BASIC,basic,299.0,,-24.520000000000003,0,0,2026-01-30
U000176,116.09,5.75,0.0,5,PLN_PREM,premium,799.0,,43.346666666666664,0,0,2026-01-30
U000177,108.69,8.5,0.0,5,PLN_STD,standard,499.0,,43.64000000000003,0,0,2026-01-30
U000178,129.39,9.75,0.0,5,PLN_BASIC,basic,299.0,,-92.54666666666667,0,0,2026-01-30
U000179,64.08500000000001,5.75,0.0,5,PLN_BASIC,basic,299.0,,-23.52666666666667,0,0,2026-01-30
U000180,199.785,13.25,0.0,5,PLN_PREM,premium,799.0,,9.27333333333334,0,0,2026-01-30
U000181,119.89,6.0,0.0,5,PLN_STD,standard,499.0,,-73.56,1,0,2026-01-30
U000182,4.0075,0.25,0.0,5,PLN_BASIC,basic,299.0,,-5.343333333333334,1,0,2026-01-30
U000183,98.41749999999999,5.5,0.0,5,PLN_BASIC,basic,299.0,,-93.62333333333332,0,0,2026-01-30
U000184,30.590000000000003,2.0,0.0,5,PLN_STD,standard,499.0,,-3.06666666666667,0,0,2026-01-30
U000185,110.2325,6.25,0.0,5,PLN_BASIC,basic,299.0,,-4.056666666666672,0,0,2026-01-30
U000186,30.9425,2.25,0.0,4,PLN_BASIC,basic,299.0,,-23.176666666666662,0,1,2026-01-30
U000187,42.830000000000005,2.75,0.0,5,PLN_BASIC,basic,299.0,,-33.28,0,0,2026-01-30
U000188,0.0,0.0,0.0,5,PLN_STD,standard,499.0,,0.0,1,0,2026-01-30
U000189,84.7525,3.75,0.0,5,PLN_BASIC,basic,299.0,,41.54333333333332,0,0,2026-01-30
U000190,0.0,0.0,0.0,5,PLN_BASIC,basic,299.0,,0.0,1,0,2026-01-30
U000191,70.5975,5.5,0.0,5,PLN_BASIC,basic,299.0,,19.41666666666667,0,0,2026-01-30
U000192,74.84,5.75,0.0,5,PLN_STD,standard,499.0,,23.41333333333334,0,0,2026-01-30
U000193,46.9775,4.5,0.0,5,PLN_STD,standard,499.0,,-32.61,0,0,2026-01-30
U000194,103.3775,5.25,0.0,5,PLN_STD,standard,499.0,,-137.83666666666667,0,0,2026-01-30
U000195,50.9475,4.25,0.0,5,PLN_BASIC,basic,299.0,,-67.92999999999999,1,0,2026-01-30
U000196,209.66750000000002,11.5,0.0,5,PLN_PREM,premium,799.0,,-171.37,0,0,2026-01-30
U000197,34.415,3.75,0.0,5,PLN_BASIC,basic,299.0,,-24.660000000000004,0,0,2026-01-30
U000198,57.2925,4.25,0.0,5,PLN_BASIC,basic,299.0,,2.970000000000006,0,0,2026-01-30
U000199,149.5075,10.0,0.0,5,PLN_PREM,premium,799.0,,-9.196666666666658,0,0,2026-01-30
U000200,53.7225,3.5,0.0,5,PLN_BASIC,basic,299.0,,-71.63,1,0,2026-01-30
U000201,114.82,7.25,0.0,5,PLN_PREM,premium,799.0,,1.0666666666666487,0,0,2026-01-30
U000202,242.92249999999999,13.0,0.0,5,PLN_STD,standard,499.0,,-74.12333333333333,0,0,2026-01-30
U000203,164.23,6.5,0.0,5,PLN_STD,standard,499.0,,-35.66666666666663,0,0,2026-01-30
U000204,0.0,0.0,0.0,5,PLN_BASIC,basic,299.0,,0.0,1,0,2026-01-30
U000205,33.6725,2.0,0.0,5,PLN_BASIC,basic,299.0,,-44.89666666666667,1,0,2026-01-30
U000206,96.29750000000001,5.25,0.0,5,PLN_BASIC,basic,299.0,,-27.27666666666667,0,0,2026-01-30
U000207,257.81,17.0,0.0,5,PLN_PREM,premium,799.0,,-190.78666666666666,0,0,2026-01-30
U000208,235.94,14.25,0.0,5,PLN_PREM,premium,799.0,,77.10666666666665,0,0,2026-01-30
U000209,61.489999999999995,3.75,0.0,5,PLN_STD,standard,499.0,,-38.92,0,0,2026-01-30
U000210,125.61,6.75,0.0,5,PLN_BASIC,basic,299.0,,-84.75999999999998,0,0,2026-01-30
U000211,57.125,4.0,0.0,5,PLN_STD,standard,499.0,,-76.16666666666667,0,0,2026-01-30
U000212,67.33999999999999,4.75,0.0,5,PLN_STD,standard,499.0,,-64.61333333333333,0,0,2026-01-30
U000213,107.76749999999998,7.5,0.0,5,PLN_STD,standard,499.0,,-3.6099999999999994,0,0,2026-01-30
U000214,25.134999999999998,1.75,0.0,5,PLN_STD,standard,499.0,,-33.51333333333333,1,0,2026-01-30
U000215,47.415,4.5,0.0,5,PLN_BASIC,basic,299.0,,-26.646666666666675,0,0,2026-01-30
U000216,38.144999999999996,3.25,0.0,5,PLN_STD,standard,499.0,,-32.48666666666667,0,0,2026-01-30
U000217,116.81,8.0,0.0,5,PLN_BASIC,basic,299.0,,-41.78666666666666,0,0,2026-01-30
U000218,68.1425,4.0,0.0,5,PLN_BASIC,basic,299.0,,18.410000000000004,0,0,2026-01-30
U000219,186.04999999999998,8.75,0.0,5,PLN_PREM,premium,799.0,,-64.30666666666667,0,0,2026-01-30
U000220,69.9325,4.75,0.0,5,PLN_BASIC,basic,299.0,,-43.656666666666666,0,0,2026-01-30
U000221,0.0,0.0,0.0,5,PLN_STD,standard,499.0,,0.0,1,0,2026-01-30
U000222,63.330000000000005,5.75,0.0,5,PLN_BASIC,basic,299.0,,-11.519999999999989,0,0,2026-01-30
U000223,83.2725,4.25,0.0,5,PLN_STD,standard,499.0,,31.98333333333335,0,0,2026-01-30
U000224,33.14,1.5,0.0,5,PLN_BASIC,basic,299.0,,-30.86666666666666,0,0,2026-01-30
U000225,110.435,8.0,0.0,5,PLN_STD,standard,499.0,,-124.32666666666668,0,0,2026-01-30
U000226,53.93,3.75,0.0,5,PLN_BASIC,basic,299.0,,-47.10666666666666,0,0,2026-01-30
U000227,0.0,0.0,0.0,5,PLN_BASIC,basic,299.0,,0.0,0,0,2026-01-30
U000228,0.0,0.0,0.0,5,PLN_BASIC,basic,299.0,,0.0,0,0,2026-01-30
U000229,173.79000000000002,10.25,0.0,5,PLN_BASIC,basic,299.0,,-32.866666666666674,0,0,2026-01-30
U000230,0.0,0.0,0.0,4,PLN_STD,standard,499.0,,0.0,1,0,2026-01-30
U000231,0.0,0.0,0.0,5,PLN_BASIC,basic,299.0,,0.0,1,0,2026-01-30
U000232,174.1325,8.75,0.0,5,PLN_PREM,premium,799.0,,-45.589999999999975,0,0,2026-01-30
U000233,0.0,0.0,0.0,5,PLN_BASIC,basic,299.0,,0.0,1,0,2026-01-30
U000234,4.1175,0.5,0.0,5,PLN_BASIC,basic,299.0,,-5.489999999999999,1,0,2026-01-30
U000235,75.09,6.25,0.0,5,PLN_STD,standard,499.0,,10.52000000000001,0,0,2026-01-30
U000236,0.0,0.0,0.0,5,PLN_BASIC,basic,299.0,,0.0,1,0,2026-01-30
U000237,74.1875,5.25,0.0,4,PLN_BASIC,basic,299.0,,-98.91666666666667,0,1,2026-01-30
U000238,118.9375,8.25,0.0,5,PLN_STD,standard,499.0,,6.176666666666662,0,0,2026-01-30
U000239,68.2975,4.0,0.0,5,PLN_STD,standard,499.0,,-91.06333333333333,1,0,2026-01-30
U000240,202.70499999999998,11.0,0.0,5,PLN_PREM,premium,799.0,,-58.91333333333333,0,0,2026-01-30
U000241,18.075,1.75,0.0,5,PLN_PREM,premium,799.0,,-24.099999999999998,0,0,2026-01-30
U000242,0.0,0.0,0.0,5,PLN_BASIC,basic,299.0,,0.0,0,0,2026-01-30
U000243,0.0,0.0,0.0,5,PLN_STD,standard,499.0,,0.0,1,0,2026-01-30
U000244,0.0,0.0,0.0,5,PLN_BASIC,basic,299.0,,0.0,1,0,2026-01-30
U000245,50.0625,4.0,0.0,5,PLN_STD,standard,499.0,,-46.336666666666666,0,0,2026-01-30
U000246,0.0,0.0,0.0,5,PLN_BASIC,basic,299.0,,0.0,0,0,2026-01-30
U000247,9.5425,0.5,0.0,5,PLN_BASIC,basic,299.0,,-12.723333333333334,1,0,2026-01-30
U000248,177.485,8.0,0.0,5,PLN_STD,standard,499.0,,128.1,0,0,2026-01-30
U000249,33.2275,3.5,0.0,4,PLN_BASIC,basic,299.0,,-21.876666666666665,0,0,2026-01-30
U000250,0.0,0.0,0.0,5,PLN_STD,standard,499.0,,0.0,0,0,2026-01-30
U000251,93.9325,5.75,0.0,5,PLN_STD,standard,499.0,,45.58333333333333,0,0,2026-01-30
U000252,58.6175,4.0,0.0,5,PLN_BASIC,basic,299.0,,-69.94333333333334,0,0,2026-01-30
U000253,209.3975,13.5,0.0,5,PLN_STD,standard,499.0,,32.56333333333333,0,0,2026-01-30
U000254,55.15,4.75,0.0,5,PLN_STD,standard,499.0,,-9.280000000000001,0,0,2026-01-30
U000255,144.15593890643018,6.0,0.0,5,PLN_STD,standard,499.0,,-69.22125187524024,0,0,2026-01-30
U000256,0.0,0.0,0.0,5,PLN_BASIC,basic,299.0,,0.0,0,0,2026-01-30
U000257,127.86500000000001,6.25,0.0,5,PLN_STD,standard,499.0,,-8.326666666666682,0,0,2026-01-30
U000258,57.7,4.25,0.0,5,PLN_BASIC,basic,299.0,,-18.57333333333333,0,0,2026-01-30
